# SIPES, Base de Titulos Universitarios (DNGU), https://sipes.siu.edu.ar/buscar_titulos_form.php . Todas las paginas del buscador para las cinco instituciones, consultado el 2026-09-08 (hora de Argentina, noche del 7) con el formulario y su paginado. UTN es la universidad entera (no se puede filtrar por Facultad Regional); Siglo 21 dicta a distancia.
cod_institucion,institucion,titulo,carrera,resolucion_reconocimiento_oficial,modalidad,nivel
43,Universidad Tecnológica Nacional,TÉCNICO/A UNIVERSITARIO/A EN SEGURIDAD VIAL,TECNICATURA UNIVERSITARIA EN SEGURIDAD VIAL,R.M./590/2020,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TÉCNICO/A UNIVERSITARIO/A EN SEGURIDAD VIAL,TECNICATURA UNIVERSITARIA EN SEGURIDAD VIAL,D./337/2025,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TÉCNICO/A UNIVERSITARIO/A EN SEGURIDAD VIAL,TECNICATURA UNIVERSITARIA EN SEGURIDAD VIAL,R.M./672/2020,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TÉCNICO/A UNIVERSITARIO/A EN SEGURIDAD VIAL,TECNICATURA UNIVERSITARIA EN SEGURIDAD VIAL,R.M./995/2020,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TÉCNICO/A UNIVERSITARIO/A EN SEGURIDAD VIAL,TECNICATURA UNIVERSITARIA EN SEGURIDAD VIAL,R.M./652/2020,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TÉCNICO/A UNIVERSITARIO/A EN SEGURIDAD VIAL,TECNICATURA UNIVERSITARIA EN SEGURIDAD VIAL,R.M./902/2020,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TÉCNICO/A UNIVERSITARIO/A EN SEGURIDAD VIAL,TECNICATURA UNIVERSITARIA EN SEGURIDAD VIAL,R.M./1621/2019,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TÉCNICO/A UNIVERSITARIO/A EN SISTEMAS INFORMÁTICOS,TECNICATURA UNIVERSITARIA EN SISTEMAS INFORMÁTICOS,D./205/2024,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TÉCNICO/A UNIVERSITARIO/A EN SISTEMAS INFORMÁTICOS,TECNICATURA UNIVERSITARIA EN SISTEMAS INFORMÁTICOS,D./197/2024,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TÉCNICO/A UNIVERSITARIO/A EN SISTEMAS INFORMÁTICOS,TECNICATURA UNIVERSITARIA EN SISTEMAS INFORMÁTICOS,D./219/2024,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TÉCNICO/A UNIVERSITARIO/A EN SISTEMAS INFORMÁTICOS,TECNICATURA UNIVERSITARIA EN SISTEMAS INFORMÁTICOS,R.M./377/2023,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TÉCNICO/A UNIVERSITARIO/A EN SISTEMAS INFORMÁTICOS,TECNICATURA UNIVERSITARIA EN SISTEMAS INFORMÁTICOS,D./232/2024,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TÉCNICO/A UNIVERSITARIO/A EN SISTEMAS INFORMÁTICOS,TECNICATURA UNIVERSITARIA EN SISTEMAS INFORMÁTICOS,D./258/2024,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TÉCNICO/A UNIVERSITARIO/A EN SISTEMAS INFORMÁTICOS,TECNICATURA UNIVERSITARIA EN SISTEMAS INFORMÁTICOS,R.M./371/2023,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TÉCNICO/A UNIVERSITARIO/A EN TECNOLOGÍAS DE LA INFORMACIÓN,TECNICATURA UNIVERSITARIA EN TECNOLOGÍA DE LA INFORMACIÓN,R.M./1781/2020 - R.M./2223/2023,A DISTANCIA,Pregrado
43,Universidad Tecnológica Nacional,TÉCNICO/A UNIVERSITARIO/A EN TELECOMUNICACIONES,TECNICATURA SUPERIOR EN TELECOMUNICACIONES,R.M./793/2012 - R.M./828/2020 - R.M./1019/2024 - D./1037/2025,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TÉCNICO/A UNIVERSITARIO/A EN YACIMIENTOS HIDROCARBURÍFEROS NO CONVENCIONALES,TECNICATURA SUPERIOR EN YACIMIENTOS HIDROCARBURÍFEROS NO CONVENCIONALES,R.M./923/2014 - R.M./460/2020,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO EN ELECTRONICA, ,R.M./0757/2013,PRESENCIAL,Preuniversitario
43,Universidad Tecnológica Nacional,TECNICO EN RADIOLOGIA, ,R.M.1477/06,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN ACUICULTURA Y PROCESAMIENTO PESQUERO, ,R.M.0022/06,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN ADMINISTRACION, ,R.M.1119/06,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN ADMINISTRACION PORTUARIA, ,R.M.0720/07,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN ADMINISTRACION Y GESTION EN INSTITUCIONES DE EDUCACION SUPERIOR, ,R.M.0188/09,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN AUTOMATIZACION Y ROBOTICA, ,R.M.0568/06,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN BROMATOLOGIA Y MEDIO AMBIENTE, ,R.M.0136/06,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN CELULOSA Y PAPEL, ,R.M.1039/07,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN CONTROL ELECTRICO Y ACCIONAMIENTOS, ,R.M.0916/06,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN DESARROLLO LOCAL Y REGIONAL, ,R.M.1480/08,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN DISEÑO TECNOLOGICO, ,R.M.0771/06,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN ELECTRONICA, ,R.M.0709/06,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN ENERGIA RENOVABLE Y MEDIO AMBIENTE, ,R.M.0231/04,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN ENOLOGIA, ,R.M.1019/06,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,"TECNICO SUPERIOR EN EQUIPOS VIALES, MINEROS Y AGRICOLAS", ,R.M.1025/07,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TÉCNICO SUPERIOR EN FABRICACIÓN DE MAQUINARIA AGRÍCOLA,TECNICATURA SUPERIOR EN FABRICACIÓN DE MAQUINARIA AGRÍCOLA,R.M./1454/2016,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN FISICA Y FISICA APLICADA, ,R.M.0769/06,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN GESTION DE LA CALIDAD, ,R.M.0994/06,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN GESTION DE LA INDUSTRIA AUTOMOTRIZ,TECNICATURA SUPERIOR EN GESTIÓN DE LA INDUSTRIA AUTOMOTRÍZ,R.M.1017/11 - R.M./1017/2011,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN GESTION DE MANTENIMIENTO EN INSTITUCIONES DE SALUD, ,R.M.0386/03,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN INDUSTRIAS ALIMENTARIAS, ,R.M.1298/02,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN INFORMATICA APLICADA, ,R.M.0766/06,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN INTERIORISMO, ,R.M.0393/11,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN MANTENIMIENTO INDUSTRIAL, ,R.M.0091/03,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,"TECNICO SUPERIOR EN MECANICA, AUTOMOTORES Y MAQUINAS TERMICAS", ,R.M.0706/06,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN MECATRONICA, ,R.M.0501/02 - R.M.1390/05,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TÉCNICO SUPERIOR EN MEDIO AMBIENTE ANTÁRTICO Y SUBANTÁRTICO,TECNICATURA SUPERIOR EN MEDIO AMBIENTE ANTÁRTICO Y SUBANTÁRTICO,R.M./166/2017,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN MEDIO AMBIENTE MARINO Y COSTERO, ,R.M.0749/07,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN METALURGIA,TECNICATURA SUPERIOR EN METALURGIA,R.M./2066/2012,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN NEGOCIACION DE BIENES, ,R.M.0161/03,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN OBRAS VIALES, ,R.M.1391/06,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN PERIODISMO, ,R.M.1087/06,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN PROCESOS INDUSTRIALES, ,R.M.0708/06,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN PROCESOS PRODUCTIVOS DEL CAUCHO, ,R.M.0478/09,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN PROGRAMACION, ,R.M.1274/02,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN QUIMICA Y QUIMICA APLICADA, ,R.M.0770/06,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN RECUPERO CREDITICIO, ,R.M.0114/06,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN SEGURIDAD URBANA Y PORTUARIA, ,R.M.0612/07,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN SEGURIDAD VIAL, ,R.M.1342/06,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN SISTEMAS INFORMATICOS -CICLO DE TECNICATURA, ,R.M.0769/04,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN SUPERVISION DE PROCESOS INDUSTRIALES CON ORIENTACION EN PETROQUIMICA, ,R.M.0331/04,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN TECNOLOGIAS DE LA INFORMACION, ,R.M.0857/02,A DISTANCIA,Pregrado
43,Universidad Tecnológica Nacional,TECNICO SUPERIOR EN TRATAMIENTOS DE AGUAS, ,R.M.1086/06,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TECNICO UNIVERSITARIO EN ADMINISTRACION RURAL, ,R.M.0029/03,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TÉCNICO UNIVERSITARIO EN QUÍMICA, ,R.M.0842/04,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TÉCNICO UNIVERSITARIO EN YACIMIENTOS HIDROCARBURÍFEROS NO CONVENCIONALES,TECNICATURA UNIVERSITARIA EN YACIMIENTOS HIDROCARBURÍFEROS NO CONVENCIONALES,R.M./610/2021,A DISTANCIA,Pregrado
43,Universidad Tecnológica Nacional,TECNICO UNIVERSITARIO PESQUERO, ,R.M.0993/97,PRESENCIAL,Pregrado
43,Universidad Tecnológica Nacional,TRADUCTOR CIENTIFICO-TECNICO Y LITERARIO EN IDIOMA INGLES,TRADUCTORADO CIENTÍFICO TÉCNICO Y LITERARIO EN IDIOMA INGLÉS,R.M./41/2013,PRESENCIAL,Grado
174,Universidad Empresarial Siglo 21,ABOGADO,ABOGACÍA -MODALIDAD A DISTANCIA-,R.M./2174/2015,A DISTANCIA,Grado
174,Universidad Empresarial Siglo 21,ABOGADO/A, ,R.M.1468/99,PRESENCIAL,Grado
174,Universidad Empresarial Siglo 21,ABOGADO/A,ABOGACÍA,D./1050/2025,PRESENCIAL,Grado
174,Universidad Empresarial Siglo 21,ABOGADO/A,ABOGACÍA.,D./1231/2025,PRESENCIAL,Grado
174,Universidad Empresarial Siglo 21,ABOGADO/A,ABOGACÍA,D./1352/2025,A DISTANCIA,Grado
174,Universidad Empresarial Siglo 21,ABOGADO/A, ,R.M.0700/02,A DISTANCIA,Grado
174,Universidad Empresarial Siglo 21,ACTUARIO/A,ACTUARIO,R.M./1139/2021,PRESENCIAL,Grado
174,Universidad Empresarial Siglo 21,ANALISTA DE SISTEMAS DE INFORMACIÓN, ,R.M.0667/05,PRESENCIAL,Pregrado
174,Universidad Empresarial Siglo 21,ANALISTA DE SOFTWARE, ,R.M.0551/05,PRESENCIAL,Pregrado
174,Universidad Empresarial Siglo 21,ANALISTA UNIVERSITARIO/A EN ADMINISTRACIÓN PÚBLICA,LICENCIATURA EN ADMINISTRACIÓN PÚBLICA,R.M./966/2023,A DISTANCIA,Pregrado
174,Universidad Empresarial Siglo 21,ANALISTA UNIVERSITARIO/A EN MERCADO Y ESTRATEGIAS DE COMERCIALIZACIÓN,LICENCIATURA EN COMERCIALIZACIÓN - MARKETING,R.M./543/2023,A DISTANCIA,Pregrado
174,Universidad Empresarial Siglo 21,ANALISTA UNIVERSITARIO/A EN RELACIONES PÚBLICAS E INSTITUCIONALES,LICENCIATURA EN RELACIONES PÚBLICAS E INSTITUCIONALES, ,PRESENCIAL,Pregrado
174,Universidad Empresarial Siglo 21,ANALISTA UNIVERSITARIO/A EN RELACIONES PÚBLICAS E INSTITUCIONALES,LICENCIATURA EN RELACIONES PÚBLICAS E INSTITUCIONALES,R.M./853/2018,PRESENCIAL,Pregrado
174,Universidad Empresarial Siglo 21,ANALISTA UNIVERSITARIO/A EN RELACIONES PÚBLICAS E INSTITUCIONALES,LICENCIATURA EN RELACIONES PÚBLICAS E INSTITUCIONALES,R.M.0924/95 - R.M./2070/2015,A DISTANCIA,Pregrado
174,Universidad Empresarial Siglo 21,ANALISTA UNIVERSITARIO/A EN SISTEMAS DE COMPUTACIÓN,LICENCIATURA EN INFORMÁTICA,R.M./2615/2021,A DISTANCIA,Pregrado
174,Universidad Empresarial Siglo 21,ANALISTA UNIVERSITARIO DE MERCADO Y ESTRATEGIAS DE COMERCIALIZACION, ,R.M.0924/95,PRESENCIAL,Pregrado
174,Universidad Empresarial Siglo 21,ANALISTA UNIVERSITARIO EN ADMINISTRACIÓN PÚBLICA,LICENCIATURA EN ADMINISTRACIÓN PÚBLICA,R.M./1732/2015,PRESENCIAL,Pregrado
174,Universidad Empresarial Siglo 21,ANALISTA UNIVERSITARIO EN ADMINISTRACIÓN PÚBLICA -MODALIDAD A DISTANCIA-,LICENCIATURA EN ADMINISTRACIÓN PÚBLICA -MODALIDAD A DISTANCIA-,R.M./291/2015,A DISTANCIA,Pregrado
174,Universidad Empresarial Siglo 21,ANALISTA UNIVERSITARIO EN MERCADO Y ESTRATEGIAS DE COMERCIALIZACIÓN,LICENCIATURA EN COMERCIALIZACIÓN-MARKETING,R.M./2155/2015 - R.M./2820/2015,PRESENCIAL,Pregrado
174,Universidad Empresarial Siglo 21,ANALISTA UNIVERSITARIO EN SISTEMAS DE COMPUTACIÓN, ,R.M.0924/95,PRESENCIAL,Pregrado
174,Universidad Empresarial Siglo 21,CONTADOR/A PÚBLICO/A, ,R.M.0999/02 - 2294,A DISTANCIA,Grado
174,Universidad Empresarial Siglo 21,CONTADOR/A PÚBLICO/A, ,R.M.0278/99,PRESENCIAL,Grado
174,Universidad Empresarial Siglo 21,CONTADOR/A PÚBLICO/A,CONTADOR PÚBLICO.,D./1051/2025,PRESENCIAL,Grado
174,Universidad Empresarial Siglo 21,CONTADOR/A PÚBLICO/A,CONTADOR PÚBLICO,R.M./2436/2019,PRESENCIAL,Grado
174,Universidad Empresarial Siglo 21,CONTADOR/A PÚBLICO/A,CONTADOR PÚBLICO,D./1028/2025,PRESENCIAL,Grado
174,Universidad Empresarial Siglo 21,CONTADOR/A PÚBLICO/A,CONTADOR PÚBLICO,D./1024/2025,A DISTANCIA,Grado
174,Universidad Empresarial Siglo 21,ESCRIBANO,ESCRIBANIA -CICLO-,R.M./203/2012,A DISTANCIA,Grado
174,Universidad Empresarial Siglo 21,ESCRIBANO/A,ESCRIBANÍA-CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./1479/2021,A DISTANCIA,Grado
174,Universidad Empresarial Siglo 21,ESPECIALISTA EN CIBERCRIMEN,ESPECIALIZACIÓN EN CIBERCRIMEN,R.M./1145/2021,PRESENCIAL,Posgrado
174,Universidad Empresarial Siglo 21,ESPECIALISTA EN CIBERCRIMEN,ESPECIALIZACIÓN EN CIBERCRIMEN,D./918/2025,PRESENCIAL,Posgrado
174,Universidad Empresarial Siglo 21,ESPECIALISTA EN CIBERCRIMEN,ESPECIALIZACIÓN EN CIBERCRIMEN,R.M./2792/2022,A DISTANCIA,Posgrado
174,Universidad Empresarial Siglo 21,ESPECIALISTA EN CONTABILIDAD Y AUDITORÍA,ESPECIALIZACIÓN EN CONTABILIDAD Y AUDITORÍA,R.M./1342/2024,A DISTANCIA,Posgrado
174,Universidad Empresarial Siglo 21,"ESPECIALISTA EN DERECHO DE FAMILIA, NIÑEZ Y ADOLESCENCIA","ESPECIALIZACIÓN EN DERECHO DE FAMILIA, NIÑEZ Y ADOLESCENCIA",R.M./1151/2021 - R.M./226/2022,PRESENCIAL,Posgrado
174,Universidad Empresarial Siglo 21,"ESPECIALISTA EN DERECHO DE FAMILIA, NIÑEZ Y ADOLESCENCIA","ESPECIALIZACIÓN EN DERECHO DE FAMILIA, NIÑEZ Y ADOLESCENCIA",D./1185/2025,PRESENCIAL,Posgrado
174,Universidad Empresarial Siglo 21,ESPECIALISTA EN DERECHO PENAL ECONÓMICO,ESPECIALIZACIÓN EN DERECHO PENAL TRIBUTARIO Y ECONÓMICO,R.M./1378/2021,PRESENCIAL,Posgrado
174,Universidad Empresarial Siglo 21,"ESPECIALISTA EN DERECHO PENAL, TRIBUTARIO Y ECONÓMICO","ESPECIALIZACIÓN EN DERECHO PENAL, TRIBUTARIO Y ECONÓMICO",D./915/2025,PRESENCIAL,Posgrado
174,Universidad Empresarial Siglo 21,ESPECIALISTA EN FINANZAS CORPORATIVAS Y MERCADO DE CAPITALES,ESPECIALIZACIÓN EN FINANZAS CORPORATIVAS Y MERCADO DE CAPITALES,R.M./109/2018 - R.M./2388/2021,PRESENCIAL,Posgrado
174,Universidad Empresarial Siglo 21,ESPECIALISTA EN FINANZAS CORPORATIVAS Y MERCADO DE CAPITALES,ESPECIALIZACIÓN EN FINANZAS CORPORATIVAS Y MERCADO DE CAPITALES,R.M./1249/2022,A DISTANCIA,Posgrado
174,Universidad Empresarial Siglo 21,ESPECIALISTA EN GESTIÓN DE ENERGÍAS RENOVABLES,ESPECIALIZACIÓN EN GESTIÓN DE ENERGÍAS RENOVABLES,D./1112/2025,A DISTANCIA,Posgrado
174,Universidad Empresarial Siglo 21,ESPECIALISTA EN GESTIÓN Y GOBIERNO DE EMPRESAS FAMILIARES,ESPECIALIZACIÓN EN GESTIÓN Y GOBIERNO DE EMPRESAS FAMILIARES,R.M./2422/2021,PRESENCIAL,Posgrado
174,Universidad Empresarial Siglo 21,ESPECIALISTA EN GESTIÓN Y GOBIERNO DE EMPRESAS FAMILIARES,ESPECIALIZACIÓN EN GESTIÓN Y GOBIERNO DE EMPRESAS FAMILIARES,R.M./1534/2015,PRESENCIAL,Posgrado
174,Universidad Empresarial Siglo 21,ESPECIALISTA EN GESTIÓN Y GOBIERNO DE EMPRESAS FAMILIARES,ESPECIALIZACIÓN EN GESTIÓN Y GOBIERNO DE EMPRESAS FAMILIARES,R.M./1413/2022,A DISTANCIA,Posgrado
174,Universidad Empresarial Siglo 21,ESPECIALISTA EN INGENIERIA EN SOFTWARE, ,R.M.0651/05,PRESENCIAL,Posgrado
174,Universidad Empresarial Siglo 21,ESPECIALISTA EN INTELIGENCIA ARTIFICIAL,ESPECIALIZACIÓN EN INTELIGENCIA ARTIFICIAL,D./393/2026,A DISTANCIA,Posgrado
174,Universidad Empresarial Siglo 21,ESPECIALISTA EN LOGÍSTICA Y CADENA DE SUMINISTRO,ESPECIALIZACIÓN EN LOGÍSTICA Y CADENA DE SUMINISTRO,R.M./131/2025,A DISTANCIA,Posgrado
174,Universidad Empresarial Siglo 21,ESPECIALISTA EN MARKETING Y DIRECCIÓN COMERCIAL, ,R.M.0663/11,PRESENCIAL,Posgrado
174,Universidad Empresarial Siglo 21,ESPECIALISTA EN MARKETING Y DIRECCIÓN COMERCIAL,ESPECIALIZACIÓN EN MARKETING Y DIRECCIÓN COMERCIAL,D./295/2026,PRESENCIAL,Posgrado
174,Universidad Empresarial Siglo 21,ESPECIALISTA EN MARKETING Y DIRECCIÓN COMERCIAL,ESPECIALIZACIÓN EN MARKETING Y DIRECCIÓN COMERCIAL,R.M./2822/2021,A DISTANCIA,Posgrado
174,Universidad Empresarial Siglo 21,ESPECIALISTA EN MARKETING Y DIRECCIÓN COMERCIAL,ESPECIALIZACIÓN EN MARKETING Y DIRECCIÓN COMERCIAL,R.M./1037/2018,PRESENCIAL,Posgrado
174,Universidad Empresarial Siglo 21,ESPECIALISTA EN NEGOCIOS INTERNACIONALES,ESPECIALIZACIÓN EN NEGOCIOS INTERNACIONALES,R.M./3451/2021,A DISTANCIA,Posgrado
174,Universidad Empresarial Siglo 21,ESPECIALISTA EN NEGOCIOS INTERNACIONALES,ESPECIALIZACIÓN EN NEGOCIOS INTERNACIONALES,R.M./2979/2019,PRESENCIAL,Posgrado
174,Universidad Empresarial Siglo 21,ESPECIALISTA EN POLÍTICAS PÚBLICAS DE SEGURIDAD Y CRIMINOLÓGICAS,ESPECIALIZACIÓN EN POLÍTICAS PÚBLICAS DE SEGURIDAD Y CRIMINOLÓGICAS,D./1037/2025,A DISTANCIA,Posgrado
174,Universidad Empresarial Siglo 21,ESPECIALISTA EN PSICOLOGÍA CLÍNICA BASADA EN LA EVIDENCIA,ESPECIALIZACIÓN EN PSICOLOGÍA CLÍNICA BASADA EN LA EVIDENCIA,D./311/2026,PRESENCIAL,Posgrado
174,Universidad Empresarial Siglo 21,INGENIERO/A EN INNOVACIÓN Y DESARROLLO,INGENIERÍA EN INNOVACIÓN Y DESARROLLO,R.M./1090/2018,PRESENCIAL,Grado
174,Universidad Empresarial Siglo 21,INGENIERO/A EN SISTEMAS DE INFORMACIÓN, ,R.M.0667/05,PRESENCIAL,Grado
174,Universidad Empresarial Siglo 21,INGENIERO/A EN TRANSPORTES Y CAMINOS,INGENIERÍA EN TRANSPORTES Y CAMINOS,R.M./278/2018,PRESENCIAL,Grado
174,Universidad Empresarial Siglo 21,INGENIERO EN SOFTWARE, ,R.M.0551/05,PRESENCIAL,Grado
174,Universidad Empresarial Siglo 21,LICENCIADO/A EN ADMINISTRACIÓN AGRARIA,LICENCIATURA EN ADMINISTRACIÓN AGRARIA,R.M./806/2019,PRESENCIAL,Grado
174,Universidad Empresarial Siglo 21,LICENCIADO/A EN ADMINISTRACIÓN AGRARIA,LICENCIATURA EN ADMINISTRACIÓN AGRARIA,D./598/2026,A DISTANCIA,Grado
174,Universidad Empresarial Siglo 21,LICENCIADO/A EN ADMINISTRACIÓN DE INFRAESTRUCTURA TECNOLÓGICA,LICENCIATURA EN ADMINISTRACIÓN DE INFRAESTRUCTURA TECNOLÓGICA,R.M./2375/2021,A DISTANCIA,Grado
174,Universidad Empresarial Siglo 21,LICENCIADO/A EN ADMINISTRACIÓN DE INFRAESTRUCTURA TECNOLÓGICA,LICENCIATURA EN ADMINISTRACIÓN DE INFRAESTRUCTURA TECNOLÓGICA,R.M./3324/2021,PRESENCIAL,Grado
174,Universidad Empresarial Siglo 21,LICENCIADO/A EN ADMINISTRACIÓN DE SERVICIOS DE SALUD,LICENCIATURA EN ADMINISTRACIÓN DE SERVICIOS DE SALUD - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./136/2022,A DISTANCIA,Grado
174,Universidad Empresarial Siglo 21,LICENCIADO/A EN ADMINISTRACIÓN DE SERVICIOS DE SALUD,LICENCIATURA EN ADMINISTRACIÓN DE SERVICIOS DE SALUD - C.C.C,R.M./235/2022,PRESENCIAL,Grado
174,Universidad Empresarial Siglo 21,LICENCIADO/A EN ADMINISTRACIÓN HOTELERA,LICENCIATURA EN ADMINISTRACIÓN HOTELERA,R.M./1263/2019,PRESENCIAL,Grado
174,Universidad Empresarial Siglo 21,LICENCIADO/A EN ADMINISTRACIÓN HOTELERA,LICENCIATURA EN ADMINISTRACIÓN HOTELERA,R.M./47669778/2023 - R.M./2593/2023,A DISTANCIA,Grado
174,Universidad Empresarial Siglo 21,LICENCIADO/A EN ADMINISTRACIÓN HOTELERA,LICENCIATURA EN ADMINISTRACIÓN HOTELERA, ,PRESENCIAL,Grado
174,Universidad Empresarial Siglo 21,LICENCIADO/A EN ADMINISTRACIÓN ORIENTACIÓN MANAGEMENT,LICENCIATURA EN ADMINISTRACIÓN,R.M./2188/2022,A DISTANCIA,Grado
174,Universidad Empresarial Siglo 21,"LICENCIADO/A EN ADMINISTRACIÓN, ORIENTACIÓN MANAGEMENT",LICENCIATURA EN ADMINISTRACIÓN,R.M./1095/2019,PRESENCIAL,Grado
174,Universidad Empresarial Siglo 21,LICENCIADO/A EN ADMINISTRACIÓN PÚBLICA,LICENCIATURA EN ADMINISTRACIÓN PÚBLICA,R.M./966/2023,A DISTANCIA,Grado
174,Universidad Empresarial Siglo 21,LICENCIADO/A EN AGROINFORMÁTICA,LICENCIATURA EN AGROINFORMÁTICA,D./125/2025,A DISTANCIA,Grado
174,Universidad Empresarial Siglo 21,LICENCIADO/A EN AMBIENTE Y ENERGÍAS RENOVABLES,LICENCIATURA EN AMBIENTE Y ENERGÍAS RENOVABLES,R.M./13/2025,A DISTANCIA,Grado
174,Universidad Empresarial Siglo 21,LICENCIADO/A EN ANTROPOLOGÍA ORGANIZACIONAL,LICENCIATURA EN ANTROPOLOGÍA ORGANIZACIONAL,R.M./1784/2021,PRESENCIAL,Grado
174,Universidad Empresarial Siglo 21,LICENCIADO/A EN BIOINFORMÁTICA,LICENCIATURA EN BIOINFORMÁTICA,R.M./1834/2023,A DISTANCIA,Grado
174,Universidad Empresarial Siglo 21,LICENCIADO/A EN CIENCIA DE DATOS,LICENCIATURA EN CIENCIA DE DATOS,R.M./1369/2021,A DISTANCIA,Grado
174,Universidad Empresarial Siglo 21,LICENCIADO/A EN CIENCIA DE DATOS,LICENCIATURA EN CIENCIA DE DATOS,R.M./2075/2021,PRESENCIAL,Grado
174,Universidad Empresarial Siglo 21,LICENCIADO/A EN CIENCIA POLÍTICA, ,R.M.1207/07,PRESENCIAL,Grado
174,Universidad Empresarial Siglo 21,LICENCIADO/A EN CIENCIA POLÍTICA Y GOBIERNO,LICENCIATURA EN CIENCIA POLÍTICA Y GOBIERNO,R.M./3452/2021,A DISTANCIA,Grado
